,Type,Name,Statement,Where,Date,Link
2131,false,Facebook posts,Says Steph Curry decided to split with Nike because the company wouldn’t allow him to write Bible scriptures in his shoes.,Facebook post,"March 29, 2016",https://www.politifact.com/factchecks/2019/nov/18/facebook-posts/no-steph-currys-split-nike-had-nothing-do-religion/
2132,false,Tucker Carlson,"Says Marie Yovanovitch was ""dishonest"" when she claimed under oath that she never personally responded to an email from a Democratic staffer. But ""in fact, it turns out that she did respond.""",Tucker Carlson Tonight,"November 7, 2019",https://www.politifact.com/factchecks/2019/nov/15/tucker-carlson/fact-checking-tucker-carlsons-false-claim-about-te/
2133,false,Facebook posts,"Says four Republican representatives ""voted to impeach President Donald Trump.""",Facebook post,"November 12, 2019",https://www.politifact.com/factchecks/2019/nov/15/facebook-posts/no-four-republicans-did-not-vote-impeach-president/
2134,false,Facebook posts,"Says ""Russia donated 0$ to Donald Trump. Russia donated 145.000.000$ to the Clinton Foundation.""",Facebook post,"November 13, 2019",https://www.politifact.com/factchecks/2019/nov/15/facebook-posts/no-russia-did-not-donate-145-million-clinton-found/
2135,false,Facebook posts,"Says Democrats ""spent $40,000,000 of YOUR tax dollars trying to impeach Trump.""",Facebook post,"November 11, 2019",https://www.politifact.com/factchecks/2019/nov/15/facebook-posts/viral-post-says-democrats-spent-40-million-impeach/
2136,false,Facebook posts,Says a zip tie attached a car is a sex trafficking tactic to mark women as a target and abduct them.,Facebook post,"September 24, 2019",https://www.politifact.com/factchecks/2019/nov/15/facebook-posts/no-sex-traffickers-arent-using-zip-ties-mark-victi/
2137,false,Kay Hoflander,"""All signs seem to point to Hillary (Clinton) laying the groundwork to run for president again.""",fundraising email,"October 11, 2019",https://www.politifact.com/factchecks/2019/nov/15/kay-hoflander/no-hillary-clinton-not-currently-laying-groundwork/
2138,false,Donald Trump,"""Many of the people in DACA, no longer very young, are far from ‘angels.’ Some are very tough, hardened criminals.""",tweet,"November 12, 2019",https://www.politifact.com/factchecks/2019/nov/14/donald-trump/donald-trumps-label-some-daca-recipients-very-toug/
2139,false,Facebook posts,"Says President Trump donated his ""second quarter salary to rebuild military cemeteries"" and that the media ignored it and every other story of him donating his salary as POTUS.",Facebook post,"November 13, 2019",https://www.politifact.com/factchecks/2019/nov/14/facebook-posts/trump-didnt-donate-salary-rebuild-military-cemeter/
2140,false,Facebook posts,Says television host Steve Harvey authored a pro-Trump rant about raccoons and exterminators.,Facebook post,"April 24, 2019",https://www.politifact.com/factchecks/2019/nov/14/facebook-posts/no-steve-harvey-didnt-write-viral-pro-trump-raccoo/
2141,false,Donald Trump,"Says William Taylor and George Kent, the public witnesses in the House impeachment inquiry, are ""Never Trumpers.""",fundraising email,"November 13, 2019",https://www.politifact.com/factchecks/2019/nov/13/donald-trump/donald-trump-says-william-taylor-and-george-kent-a/
2142,false,Facebook posts,"""Did you know? Dentists are the only physicians that believe you can get away with leaving dead tissue in the body. One root canal tooth can shut down 63% of your immune system.""",Facebook post,"November 3, 2019",https://www.politifact.com/factchecks/2019/nov/13/facebook-posts/claim-about-root-canals-causing-serious-illness-no/
2143,false,Facebook posts,Photos show the whistleblower with Nancy Pelosi and Hillary Clinton.,,"November 10, 2019:",https://www.politifact.com/factchecks/2019/nov/12/facebook-posts/no-these-photos-dont-show-alleged-whistleblower-po/
2144,false,Viral image,"A photo of ""Obama’s White House staff"" shows the alleged Ukraine whistleblower.",Facebook post,"November 5, 2019",https://www.politifact.com/factchecks/2019/nov/12/viral-image/no-isnt-photo-ukraine-whistleblower/
2145,false,Facebook posts,Says a Craigslist ad offered to pay actors to be Trump supporters for a rally.,Facebook post,"November 1, 2019",https://www.politifact.com/factchecks/2019/nov/11/facebook-posts/no-craigslist-ad-offering-pay-trump-support-phony/
2146,false,Rand Paul,"President Donald Trump's phone call with the Ukrainian president ""sounds exactly like what Joe Biden did.""",interview,"November 10, 2019",https://www.politifact.com/factchecks/2019/nov/11/rand-paul/rand-paul-said-trumps-actions-related-ukraine-were/
2147,false,Viral image,"""449,000 Californians turned down jury duty because they were not citizens… but they were registered voters.""",Facebook post,"October 2, 2019",https://www.politifact.com/factchecks/2019/nov/11/viral-image/no-evidence-449000-noncitizens-were-registered-vot/
2148,false,Facebook posts,"Says people shouldn’t make birthday donations on Facebook because the organization can claim the donation as a tax write-off, and only has to deliver 15% of the donation to the charity organization.",Facebook post,"November 3, 2019",https://www.politifact.com/factchecks/2019/nov/11/facebook-posts/post-facebook-spreads-myths-about-platforms-birthd/
2149,false,Donald Trump Jr.,"""Tens of thousands"" of people leave New York every week.",Tweet,"November 1, 2019",https://www.politifact.com/factchecks/2019/nov/08/donald-trump-jr/donald-trump-jr-overstates-migration-out-new-york/
2150,false,Viral image,"""JFK Jr was declared the frontrunner for the NY Senate seat in 1999. Days later his plane crashed, making Hillary Clinton the newly elected senator.""",Facebook post,"November 5, 2019",https://www.politifact.com/factchecks/2019/nov/08/viral-image/another-clinton-body-count-hoax-one-starring-jfk-j/
2151,false,Viral image,"Says Jeb Bush tweeted ""Ok boomer"" at Donald Trump.",Facebook post,"November 4, 2019",https://www.politifact.com/factchecks/2019/nov/08/viral-image/no-jeb-bush-didnt-say-ok-boomer-donald-trump/
2152,false,Facebook posts,"Says Thomas Jefferson said ""the government will one day be corrupt and filled with liars and the people will flock to the one who tells the truth.""",Facebook post,"November 6, 2019",https://www.politifact.com/factchecks/2019/nov/08/facebook-posts/no-evidence-jefferson-said-government-will-one-day/
2153,false,Facebook posts,"On Sept. 5, 1993, ""Vince Foster went to Fort Marcy Park and shot himself 3 times in the back of the head to avoid testifying against Hillary Clinton.""",Facebook post,"September 5, 2018",https://www.politifact.com/factchecks/2019/nov/08/facebook-posts/decades-old-conspiracy-theories-about-vince-foster/
2154,false,Facebook posts,"Says President Barack Obama was ""furious"" that he was caught on camera holding a pro-Muslim book.",Facebook post,"November 4, 2019",https://www.politifact.com/factchecks/2019/nov/08/facebook-posts/post-obama-being-furious-about-photo-him-holding-p/
2155,false,Viral image,"""These are real ads running in New York City calling for the removal of ‘trash’ which includes white people, Trump supporters, and Christians.""",Facebook post,"November 5, 2019",https://www.politifact.com/factchecks/2019/nov/06/viral-image/no-these-arent-real-nyc-sanitation-ads/
2156,false,Viral image,"Says if an unmarked car tries to pull you over, you should dial 112 to confirm it’s actually a police officer because the number provides ""a direct link to state trooper info,"" and that ""this applies in all 50 states.""",Facebook post,"August 13, 2013",https://www.politifact.com/factchecks/2019/nov/05/viral-image/dial-911-if-theres-emergency-not-112/
2157,false,Viral image,Says Taco Bell is selling menudo for the month of November.,Facebook post,"November 3, 2019",https://www.politifact.com/factchecks/2019/nov/05/viral-image/no-taco-bell-isnt-selling-traditional-beef-tripe-s/
2158,false,Mike Shields,"Says Democrats ""have issued more subpoenas than they’ve passed bills.""",CNN panel discussion,"October 31, 2019",https://www.politifact.com/factchecks/2019/nov/04/mike-shields/subpoenas-vs-bills-what-cnn-pundit-got-wrong/
2159,false,Facebook posts,"""Matt Gaetz has had numerous DUIs and his dad got him off each time. He was part of a company that had to pay 75 million in hospice fraud. They stole from dying people.""",Facebook post,"October 27, 2019",https://www.politifact.com/factchecks/2019/nov/01/facebook-posts/post-says-rep-matt-gaetz-has-numerous-duis-wrong/
2160,false,Phil Scott,"""This decision is an unfortunate example of why those of us in Montpelier need to work together to make Vermont a more affordable place to do business and make sure our policies help businesses thrive rather than creating unique burdens and barriers to growth that make us less competitive with other states.""",Statement responding to Energizers plans to close factory,"October 25, 2019",https://www.politifact.com/factchecks/2019/oct/31/phil-scott/governor-says-vermont-caused-energizers-pending-ex/
2161,false,Donald Trump,"Says he is ""cutting illegal immigration in half.""",reelection campaign ad,"October 30, 2019",https://www.politifact.com/factchecks/2019/oct/31/donald-trump/donald-trumps-world-series-ad-said-he-cut-illegal-/
2162,false,Rush Limbaugh,"Says House Democrats’ impeachment inquiry of President Donald Trump ""doesn’t feature the opposition party, it doesn’t feature cross-examination.""",statement,"October 25, 2019",https://www.politifact.com/factchecks/2019/oct/30/rush-limbaugh/limbaugh-wrongly-claims-republicans-are-being-shut/
2163,false,Facebook posts,"Says Barbara Walters said Jane Fonda ""betrayed not only the idea of our country, but specific men who served and sacrificed during the Vietnam War.""",post,"August 13, 2019",https://www.politifact.com/factchecks/2019/oct/30/facebook-posts/no-evidence-barbara-walters-said-ab-jane-fonda/
2164,false,Facebook posts,Says giving Motrin and Robitussin together can cause heart attacks in children.,Facebook post,"September 4, 2015",https://www.politifact.com/factchecks/2019/oct/30/facebook-posts/no-evidence-interaction-motrin-and-robitussin-caus/
2165,false,GayDonna Vandergriff,"Schuyler VanValkenburg co-sponsored a bill that would have ""allowed abortion until the moment of birth.""",campaign mailer,"October 22, 2019",https://www.politifact.com/factchecks/2019/oct/30/gaydonna-vandergriff/vandergriff-inaccurately-describes-bill-would-have/
2166,false,Instagram posts,"Says there is a 4,250% increase in fetal death from the flu shot.",Instagram post,"October 22, 2019",https://www.politifact.com/factchecks/2019/oct/29/instagram-posts/instagram-post-falsely-says-flu-shot-causes-fetal-/
2167,false,Lindsey Graham,"Says House Democrats leading the impeachment inquiry are ""denying President Trump basic fairness and due process accorded every American.""",Senate resolution,"October 24, 2019",https://www.politifact.com/factchecks/2019/oct/28/lindsey-graham/graham-wrong-house-impeachment-inquiry-denies-trum/
2168,false,Facebook posts,"Says that Olive Garden is ""funding"" President Trump's 2020 re-election campaign.",Facebook post,"September 7, 2019",https://www.politifact.com/factchecks/2019/oct/28/facebook-posts/no-olive-garden-not-funding-president-trumps-re-el/
2169,false,Viral image,"Says Donald Trump said, ""Make no mistake: They’re not after me. They are after you; your guns, your Christian values, your freedom. I’m just in their way.""",Facebook post,"October 17, 2019",https://www.politifact.com/factchecks/2019/oct/25/viral-image/no-donald-trump-didnt-say-about-christian-values-a/
2170,false,Viral image,"Says Brooke Baldwin said, ""Don’t hire veterans! They’re too damaged to be trusted with authority.""",Facebook post,"May 4, 2015",https://www.politifact.com/factchecks/2019/oct/25/viral-image/brooke-baldwin-didnt-say-about-veterans-she-did-co/
2171,false,Viral image,A photo shows a man grabbing a woman’s rear while watching the Apollo 8 launch in 1968.,Facebook post,"October 22, 2019",https://www.politifact.com/factchecks/2019/oct/24/viral-image/no-isnt-real-photo-couple-watching-apollo-8-launch/
2172,false,Facebook posts,"Says a list of prominent Democrats have concealed their ""real names"" from the public.",Facebook post,"October 22, 2019",https://www.politifact.com/factchecks/2019/oct/24/facebook-posts/post-prominent-democrats-concealing-their-real-nam/
2173,false,Viral image,"Barnes & Noble and Target have the book ""If You Give a Pig the White House"" in their children’s sections.",Facebook post,"October 4, 2019",https://www.politifact.com/factchecks/2019/oct/24/viral-image/barnes-noble-isnt-selling-if-you-give-pig-white-ho/
2174,false,Facebook posts,"""The Trump family was disallowed from operating any charity in the State of New York because they stole from a kids cancer charity.""",Facebook post,"October 8, 2019",https://www.politifact.com/factchecks/2019/oct/24/facebook-posts/trump-family-disallowed-operating-charities-new-yo/
2175,false,Facebook posts,"Says popular food and drink items such as Kraft, Pepsi and Nestle use a flavor enhancement company that ""puts aborted baby fetus cells in their food and drinks.""",Facebook post,"October 8, 2019",https://www.politifact.com/factchecks/2019/oct/23/facebook-posts/no-food-companies-are-not-selling-products-contain/
2176,false,Jeremy Thiesfeldt,"""The vast majority of Wisconsin students cannot even read, write, or do math at grade level.""",weekly radio address,"September 19, 2019",https://www.politifact.com/factchecks/2019/oct/23/jeremy-thiesfeldt/no-vast-majority-wisconsin-students-are-not-below-/
2177,false,Association of Mature American Citizens,"AARP backed ""federal funding for Planned Parenthood.""",Facebook ad,"August 29, 2019",https://www.politifact.com/factchecks/2019/oct/22/association-mature-american-citizens/online-ads-claiming-aarp-backed-federal-funding-pl/
2178,false,Facebook posts,"Says drinking a ""6-ounce glass of tonic water each night before bed"" will help alleviate restless legs syndrome.",Facebook post,"September 18, 2018",https://www.politifact.com/factchecks/2019/oct/21/facebook-posts/no-drinking-tonic-water-isnt-proven-method-allevia/
2179,false,Viral image,"Says a photo shows ""Kurdish kids"" after Turkey’s invasion.",Facebook post,"October 15, 2019",https://www.politifact.com/factchecks/2019/oct/21/viral-image/these-photos-are-palestinian-and-syrian-children-n/
2180,false,Beto O'Rourke,"""To be clear, I’m not talking about confiscating anybody’s guns.""",interview,"October 16, 2019",https://www.politifact.com/factchecks/2019/oct/21/beto-orourke/despite-his-claim-presidential-candidate-beto-orou/
2181,false,Mark Batinick,"Says California has ""30% or a third of the country’s people living at or below the poverty level.""",radio interview,"October 8, 2019",https://www.politifact.com/factchecks/2019/oct/20/mark-batinick/no-30-nations-poor-dont-reside-california/
2182,false,Mick Mulvaney,"Says Donald Trump ""will not be profiting"" from the G-7 summit meeting to be held at Trump’s Doral resort.",news conference,"October 17, 2019",https://www.politifact.com/factchecks/2019/oct/18/mick-mulvaney/mulvaney-wrong-donald-trump-wont-profit-g7/
2183,false,Donald Trump,"""The Kurds are much safer right now.""",answering questions from reporters,"October 16, 2019",https://www.politifact.com/factchecks/2019/oct/16/donald-trump/after-attacks-turkey-trump-falsely-claims-kurds-sy/
2184,false,Facebook posts,"Quotes President John F. Kennedy as saying ""If the United States ever experienced [a coup to overthrow the government] it will come from the CIA and not the Pentagon.""",Facebook post,"October 7, 2019",https://www.politifact.com/factchecks/2019/oct/16/facebook-posts/no-evidence-jfk-said-any-us-coup-would-come-cia-no/
2185,false,Viral image,"Says a photo shows ""25,000 outside all to hear the POTUS speak!""",Facebook post,"October 11, 2019",https://www.politifact.com/factchecks/2019/oct/16/viral-image/photo-cleveland-cavaliers-victory-parade-not-outsi/
2186,false,Julián Castro,"""Ohio, Michigan, and Pennsylvania actually in the latest jobs data have lost jobs, not gained them.""",debate,"October 15, 2019",https://www.politifact.com/factchecks/2019/oct/16/julian-castro/julian-castro-wrong-about-job-losses-ohio-michigan/
2187,false,The Other 98%,"Says Fox News anchor Shepard Smith stepped down after Attorney General William Barr ""had a closed door meeting with Rupert Murdoch.""",Facebook post,"October 11, 2019",https://www.politifact.com/factchecks/2019/oct/14/other-98/theres-no-proof-barr-played-role-shepard-smiths-fo/
2188,false,Roger Stone,"As mayor of Newark, N.J., Cory Booker ""stole $600,000 from a city water authority and laundered it through his law firm.""",Facebook post,"September 28, 2018",https://www.politifact.com/factchecks/2019/oct/14/roger-stone/old-roger-stone-video-about-cory-booker-has-gone-v/
2189,false,Facebook posts,Says the Obamas are connected to the Varsity Blues college admissions scandal.,Facebook post,"October 8, 2019",https://www.politifact.com/factchecks/2019/oct/11/facebook-posts/no-obamas-have-nothing-do-varsity-blues-college-ad/
2190,false,Donald Trump,"""Fact: Joe Biden pressured Ukraine to fire its prosecutor .... Fact: the prosecutor said he was forced out for leading a corruption probe into Hunter Biden's company. Fact: Democrats want to impeach President Trump for discussing this investigation with Ukraine's President.""",ad,"October 9, 2019",https://www.politifact.com/factchecks/2019/oct/11/donald-trump/trump-ad-misleads-about-biden-ukraine-and-prosecut/
2191,false,Facebook posts,"Says the sons of Nancy Pelosi, Mitt Romney and John Kerry are all on the boards of ""energy companies doing business in Ukraine.""",Facebook post,"October 7, 2019",https://www.politifact.com/factchecks/2019/oct/10/facebook-posts/pelosi-romney-and-kerry-dont-have-sons-working-com/
2192,false,Donald Trump,"Says Republican Dan Bishop was ""down by 17"" points in NC congressional race and then won ""by a lot.""",speech,"September 27, 2019",https://www.politifact.com/factchecks/2019/oct/10/donald-trump/trump-wrong-about-north-carolina-congressional-ele/
2193,false,Facebook posts,"Says Nancy Pelosi’s ""legislative aide … is from the Ukraine and is connected to the Ukrainian Embassy, the Ukrainian military, the Ukrainian government and Ukrainian party life""",Facebook post,"October 1, 2019",https://www.politifact.com/factchecks/2019/oct/09/facebook-posts/viral-rumor-about-pelosi-ukrainian-legislative-aid/
2194,false,Kelly McGinn,"Del. Danica Roem ""supported a controversial bill that would have allowed abortion up until the moment of birth.",,"September 20, 2019:",https://www.politifact.com/factchecks/2019/oct/09/kelly-mcginn/kelly-mcginn-invents-position-danica-roem-abortion/
2195,false,Donald Trump,"Says Joe Biden ""said he never spoke to the Ukrainian company, and then the picture came out where he was playing golf with the company boss and Hunter"" Biden.",tweet,"October 6, 2019",https://www.politifact.com/factchecks/2019/oct/08/donald-trump/trump-claims-photo-shows-bidens-playing-golf-ukrai/
2196,false,Siobhan Dunnavant,"Del. Debra Rodman ""opposes adoption as an alternative to abortion in event of unplanned pregnancies.""",campaign mailer,"September 30, 2019",https://www.politifact.com/factchecks/2019/oct/08/siobhan-dunnavant/dunnavant-falsely-claims-rodman-favors-abortion-ov/
2197,false,Adam Schiff,"""We have not spoken directly with the whistleblower.""",interview,"September 17, 2019",https://www.politifact.com/factchecks/2019/oct/04/adam-schiff/adam-schiffs-false-claim-we-have-not-spoken-direct/
2198,false,Facebook posts,"Says Rep. Adam Schiff was ""complicit in EDITING AND COMPOSING THE ‘WHISTLEBLOWER COMPLAINT’ BEFORE IT WAS FILED.""",Facebook post,"October 2, 2019",https://www.politifact.com/factchecks/2019/oct/04/facebook-posts/theres-no-evidence-schiff-helped-write-whistleblow/
2199,false,Facebook posts,"Quotes Thomas Jefferson as saying that ""freedom is lost gradually from uninterested, uninformed and uninvolved people.""",Facebook post,"September 3, 2019",https://www.politifact.com/factchecks/2019/oct/04/facebook-posts/jefferson-didnt-say-freedom-lost-gradually-uninter/
2200,false,Viral image,Red Bull contains bull sperm.,Facebook post,"August 25, 2019",https://www.politifact.com/factchecks/2019/oct/03/viral-image/no-red-bull-doesnt-contain-bull-semen/
2201,false,Viral image,"Since Israel started training teachers with guns, ""there have only been two school shootings in 44 years and both shooters were killed by teachers.""",Facebook post,"August 13, 2019",https://www.politifact.com/factchecks/2019/oct/02/viral-image/security-guards-are-armed-israeli-schools-not-teac/
2202,false,Rodman Debra,"Siobhan Dunnavant ""wrote the Republican bill that would let insurance companies deny coverage for pre-existing conditions.""",TV ad,"September 20, 2019",https://www.politifact.com/factchecks/2019/oct/01/rodman-debra/rodman-misstates-dunnavants-short-term-health-insu/
2203,false,Donald Trump,"""Longstanding whistleblower rules (were changed) just before submittal of the fake whistleblower report.""",tweet,"September 30, 2019",https://www.politifact.com/factchecks/2019/oct/01/donald-trump/donald-trumps-false-claim-about-change-whistleblow/
2204,false,Facebook posts,"Says Republican Gov. Phil Scott ""just voted to impeach President Trump.""",Facebook post,"September 27, 2019",https://www.politifact.com/factchecks/2019/sep/30/facebook-posts/no-vermonts-governor-did-not-vote-impeach-donald-t/
2205,false,Facebook posts,Says a photo shows Greta Thunberg posing next to George Soros and with ISIS.,Facebook post,"September 23, 2019",https://www.politifact.com/factchecks/2019/sep/27/facebook-posts/greta-thunberg-did-not-pose-isis-or-george-soros/
2206,false,Facebook posts,"""In Congress, Elizabeth Warren introduced 110 bills. 2 passed. Cory Booker introduced 120 bills. 0 passed. Kamala Harris introduced 54 bills. 0 passed. Bernie Sanders never held a job until age 53. He lived off of welfare and four different women.""",Facebook post,"September 12, 2019",https://www.politifact.com/factchecks/2019/sep/27/facebook-posts/social-media-posts-mislead-democratic-senators-rec/
2207,false,Viral image,Says a photo of a woman with multiple bruises on her face is Democrat Keith Ellison’s girlfriend and he is responsible for her injuries.,Facebook post,"September 18, 2019",https://www.politifact.com/factchecks/2019/sep/27/viral-image/no-badly-bruised-woman-photo-was-not-former-us-rep/
2208,false,Republican Party of Florida,"The Green New Deal ""would put a $600,000 tax burden on every household.""",tweet,"September 20, 2019",https://www.politifact.com/factchecks/2019/sep/27/republican-party-florida/gop-talking-point-green-new-deal-will-cost-every-h/
2209,false,Rob Swearingen,"Says Gov. Tony Evers vetoed a school computer program, ""saying it would be better spent in urban districts like Madison and Milwaukee.""",Republicweekly radio address,"September 5, 2019",https://www.politifact.com/factchecks/2019/sep/27/rob-swearingen/state-rep-exaggerates-claim-gov-tony-evers-veto-sc/
2210,false,Viral image,Says Andy Rooney wrote a long commentary defending prayer and Christianity in the United States.,Facebook post,"September 9, 2019",https://www.politifact.com/factchecks/2019/sep/26/viral-image/texas-sports-editor-wrote-column-christianity-and-/
2211,false,Viral image,"Says Marcus Aurelius said, ""Everything we hear is an opinion, not a fact. Everything we see is a perspective, not the truth.""",Facebook post,"September 23, 2019",https://www.politifact.com/factchecks/2019/sep/26/viral-image/no-marcus-aurelius-didnt-say-about-opinions-and-fa/
2212,false,Viral image,"Says getting up too quickly in the middle of the night can cause ""sudden death.""",Facebook post,"August 30, 2019",https://www.politifact.com/factchecks/2019/sep/26/viral-image/sitting-too-quickly-middle-night-might-make-you-di/
2213,false,Donald Trump,"""A lot of people are talking about"" the removal of a ""very fair prosecutor"" in Ukraine.",phone call,"July 25, 2019",https://www.politifact.com/factchecks/2019/sep/26/donald-trump/donald-trumps-boasts-about-former-ukrainian-prosec/
2214,false,Viral image,Says a photo shows a dog who has slept by his master’s grave every night for seven years.,Facebook post,"June 19, 2019",https://www.politifact.com/factchecks/2019/sep/26/viral-image/dog-named-capitan-known-sleeping-his-owners-grave-/
2215,false,Viral image,"Says Saddam Hussein said, ""We cannot defeat America by the sword. America must be defeated within their politics.""",Facebook post,"February 14, 2019",https://www.politifact.com/factchecks/2019/sep/26/viral-image/no-evidence-saddam-hussein-said-about-american-pol/
2216,false,Facebook posts,Says police are warning shoppers to use wipes to clean their carts over deadly risk of fentanyl residue.,Facebook post,"May 15, 2019",https://www.politifact.com/factchecks/2019/sep/26/facebook-posts/no-police-arent-warning-shoppers-use-wipes-carts-o/
2217,false,Facebook posts,"""ICE has not deported or detained one white illegal immigrant.""",Facebook post,"August 15, 2019",https://www.politifact.com/factchecks/2019/sep/24/facebook-posts/facebook-post-makes-inaccurate-claim-about-deporta/
2218,false,Facebook posts,Says a photo shows that climate change protesters left trash all over their protest side.,Facebook post,"September 20, 2019",https://www.politifact.com/factchecks/2019/sep/24/facebook-posts/photo-doesnt-show-trash-left-climate-strike-protes/
2219,false,Bloggers,"Quotes Winston Churchill as saying ""Diplomacy is the art of telling people to go to hell in such a way that they ask for directions.""",website post,"August 11, 2018",https://www.politifact.com/factchecks/2019/sep/20/blog-posting/no-evidence-churchill-said-quote-about-diplomacy-b/
2220,false,Facebook posts,"""Beto O’Rourke wants to confiscate guns because he can’t buy one himself due to his criminal record.""",,"September 13, 2019:",https://www.politifact.com/factchecks/2019/sep/18/facebook-posts/would-beto-orourkes-criminal-history-prevent-him-p/
2221,false,Various media reports 2,Democrats were at a 9/11 memorial service when NC Republicans held a controversial vote,reports,"September 11, 2019",https://www.politifact.com/factchecks/2019/sep/17/various-media-reports/nc-democrats-not-911-event-during-gop-budget-vote/
2222,false,Viral image,"Says Bruce Lee said, ""You will continue to suffer if you have an emotional reaction to everything that is said to you. True power is sitting back and observing everything with logic. If words control you that means everyone else can control you. Breathe and allow things to pass.""",Facebook post,"August 26, 2019",https://www.politifact.com/factchecks/2019/sep/17/viral-image/no-evidence-bruce-lee-said-power-comes-observing-e/
2223,false,Viral image,"The Odessa shooter ""had a Beto sticker on his truck.""",Facebook post,"September 3, 2019",https://www.politifact.com/factchecks/2019/sep/13/viral-image/no-evidence-odessa-shooter-had-sticker-his-vehicle/
2224,false,Joe Biden,"Says the Obama administration ""didn't lock people up in cages.""",Democratic debate,"September 12, 2019",https://www.politifact.com/factchecks/2019/sep/13/joe-biden/fact-checking-biden-use-cages-during-obama-adminis/
2225,false,Facebook posts,Says a photo shows President Ronald Reagan meeting with Taliban leaders in the White House.,Facebook post,"September 9, 2019",https://www.politifact.com/factchecks/2019/sep/11/facebook-posts/no-ronald-reagan-didnt-meet-taliban-because-taliba/
2226,false,Viral image,A scarecrow discovered on a Texas ranch was actually a human skeleton.,Facebook post,"August 26, 2019",https://www.politifact.com/factchecks/2019/sep/11/viral-image/no-scarecrow-isnt-human-skeleton/
2227,false,Facebook posts,Says President Donald Trump has donated $1 million to a relief fund for the Bahamas in the wake of Hurricane Dorian while no other politicians have contributed any money.,Facebook post,"September 8, 2019",https://www.politifact.com/factchecks/2019/sep/10/facebook-posts/donald-trump-didnt-donate-1-million-hurricane-dori/
2228,false,Viral image,"""A duck’s quack doesn’t echo and nobody can figure out why.""",Facebook post,"August 28, 2019",https://www.politifact.com/factchecks/2019/sep/10/viral-image/ducks-quack-echoes-you-might-not-hear-it/
2229,false,Viral image,"Quotes Ronald Reagan as saying, ""Under no pretext should arms and ammunition be surrendered; any attempts to disarm the people must be stopped, by force if necessary.""",Facebook post,"August 17, 2019",https://www.politifact.com/factchecks/2019/sep/10/viral-image/no-evidence-ronald-reagan-said-about-gun-control/
2230,false,Facebook posts,"Says after a car accident comedian Kevin Hart has been ""paralyzed from the neck down"" and his ""vocal cords have been paralyzed as well, leaving him with the inability to speak.""",Facebook post,"September 2, 2019",https://www.politifact.com/factchecks/2019/sep/09/facebook-posts/no-kevin-hart-wasnt-paralyzed-neck-down-didnt-inju/
2231,false,Kamala Harris,"Says she ""sued Exxon Mobil"" as California attorney general.",CNN climate town hall,"September 4, 2019",https://www.politifact.com/factchecks/2019/sep/06/kamala-harris/kamala-harris-said-she-sued-exxon-mobil-california/
2232,false,Andrew Yang,"The Green New Deal ""would do away with commercial air travel.""",town hall,"September 4, 2019",https://www.politifact.com/factchecks/2019/sep/06/andrew-yang/andrew-yang-revives-debunked-claim-about-green-new/
2233,false,Facebook posts,Says actor Tim Allen wrote a lengthy anti-Democrat attack on Facebook.,Facebook post,"September 1, 2019",https://www.politifact.com/factchecks/2019/sep/06/facebook-posts/no-tim-allen-didnt-write-viral-anti-democrat-post-/
2234,false,Viral image,"""When two large whales do the nasty there’s sometimes this one bro who just sort of holds them up so they don’t float off.""",Facebook post,"August 19, 2019",https://www.politifact.com/factchecks/2019/sep/06/viral-image/facts-whale-life-do-male-whales-help-other-males-m/
2235,false,Facebook posts,"Says Rihanna hired ""five planes that carried 90,000 liters of water to support the fire control"" in the Amazon rainforest.",Facebook post,"September 2, 2019",https://www.politifact.com/factchecks/2019/sep/06/facebook-posts/theres-no-evidence-these-celebrities-are-sending-w/
2236,false,Alberta Darling,"""Gov. Evers asked the director of WEDC to stay on""",Joint Finance Committee meeting,"September 4, 2019",https://www.politifact.com/factchecks/2019/sep/06/alberta-darling/darling-whiffs-claim-about-evers-and-state-jobs-ag/
2237,false,Viral image,"Says Alexandria Ocasio-Cortez tweeted, ""I see people are rushing out to fill up their cars for this hurricane at the gas station. This wouldn’t be an issue if they had electric cars. If the power is out for a week how are they going to get gas? We need to start planning ahead and moving forward.""",Facebook post,"September 4, 2019",https://www.politifact.com/factchecks/2019/sep/06/viral-image/no-aoc-didnt-tweet-about-electric-cars-and-hurrica/
2238,false,John Delaney,"The Amazon rainforest fires are ""directly related to trade"" tensions between the United States and China.",interview,"August 27, 2019",https://www.politifact.com/factchecks/2019/sep/06/john-delaney/trumps-trade-war-blame-amazon-wildfires-s-reach/
2239,false,Joe Biden,"Referring to the Iraq War, ""immediately, the moment it started, I came out against the war at that moment.""",NPR interview,"September 3, 2019",https://www.politifact.com/factchecks/2019/sep/05/joe-biden/oe-biden-falsely-claims-he-immediately-opposed-ira/
2240,false,Facebook posts,"""In 1789, being a member of Congress in the U.S. was considered a civic duty, and they were only paid 50 cents a day.""",Facebook post,"August 30, 2019",https://www.politifact.com/factchecks/2019/sep/05/facebook-posts/no-members-congress-did-not-make-50-cents-day-1789/
2241,false,Facebook posts,Says an image depicts Hurricane Dorian over the Bahamas.,Facebook post,"September 3, 2019",https://www.politifact.com/factchecks/2019/sep/05/facebook-posts/this-photo-doesnt-show-hurricane-dorian-over-baham/
2242,false,Facebook posts,"""Workers have begun removing spires of Cinderella Castle at Magic Kingdom ahead of Hurricane Dorian.""",Facebook post,"August 29, 2019",https://www.politifact.com/factchecks/2019/sep/04/facebook-posts/disney-world-did-not-deconstruct-cinderella-castle/
